hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults
Resort Hotel - Mumbai,0,57,2024,August,34,24,0,2,1
Resort Hotel - Goa,0,57,2024,December,52,23,0,2,2
Resort Hotel - Indore,0,57,2024,March,10,8,0,2,2
Resort Hotel - Delhi,0,57,2024,July,29,16,0,2,3
Resort Hotel - Delhi,0,57,2024,May,21,24,0,2,1
Resort Hotel - Delhi,0,57,2024,April,15,11,0,2,2
Resort Hotel - Chandigarh,0,57,2024,March,12,24,0,2,2
Resort Hotel - Chennai,0,57,2024,March,12,18,0,2,2
Resort Hotel - Lucknow,0,57,2024,March,12,20,0,2,2
Resort Hotel - Jaipur,0,57,2024,October,41,13,0,2,2
Resort Hotel - Lucknow,1,66,2024,October,41,12,0,2,2
Resort Hotel - Chennai,0,13,2024,July,31,31,0,2,2
Resort Hotel - Chandigarh,0,50,2024,November,44,1,0,1,2
Resort Hotel - Chandigarh,1,48,2024,October,43,22,0,1,1
Resort Hotel - Chennai,1,0,2024,June,25,23,0,1,2
Resort Hotel - Ahmedabad,0,7,2024,July,27,4,0,1,2
Resort Hotel - Ahmedabad,0,0,2024,September,37,15,0,2,2
Resort Hotel - Kolkata,1,66,2024,January,4,22,0,2,2
Resort Hotel - Delhi,0,13,2024,October,41,10,0,2,2
Resort Hotel - Chennai,0,66,2024,March,9,3,0,2,2
Resort Hotel - Indore,0,10,2024,June,25,17,0,3,2
Resort Hotel - Bangalore,1,10,2024,August,35,28,0,3,2
Resort Hotel - Pune,1,58,2024,May,18,1,0,3,2
Resort Hotel - Bhopal,1,17,2024,February,9,26,0,3,2
Resort Hotel - Lucknow,0,19,2024,December,51,19,0,3,2
Resort Hotel - Delhi,0,10,2024,January,1,6,2,3,2
Resort Hotel - Bangalore,1,12,2024,March,11,12,2,3,2
Resort Hotel - Bhopal,0,10,2024,December,49,2,2,3,1
Resort Hotel - Chandigarh,0,63,2024,October,41,13,1,3,2
Resort Hotel - Ahmedabad,1,35,2024,July,30,28,1,3,2
Resort Hotel - Ahmedabad,0,113,2024,January,5,31,2,4,2
Resort Hotel - Jaipur,1,35,2024,October,42,19,2,4,2
Resort Hotel - Chennai,0,68,2024,September,39,24,2,5,2
Resort Hotel - Kolkata,0,113,2024,July,28,12,2,6,2
Resort Hotel - Indore,0,21,2024,August,32,6,4,10,1
Resort Hotel - Goa,0,6,2024,July,27,1,0,0,2
Resort Hotel - Delhi,0,7,2024,September,36,7,0,2,2
Resort Hotel - Chennai,0,17,2024,December,50,10,0,2,2
Resort Hotel - Kochi,0,1,2024,December,48,1,0,2,2
Resort Hotel - Chandigarh,0,2,2024,December,52,23,0,2,2
Resort Hotel - Ahmedabad,1,15,2024,January,4,26,0,2,2
Resort Hotel - Chennai,1,7,2024,July,30,28,0,2,2
Resort Hotel - Lucknow,0,11,2024,February,6,8,0,2,2
Resort Hotel - Chandigarh,1,6,2024,October,43,22,0,2,2
Resort Hotel - Pune,0,1,2024,June,26,24,0,2,2
Resort Hotel - Lucknow,0,1,2024,September,36,8,0,2,2
Resort Hotel - Kochi,0,48,2024,May,19,6,0,2,2
Resort Hotel - Goa,0,15,2024,June,25,21,0,2,2
Resort Hotel - Ahmedabad,1,3,2024,February,9,28,0,2,1
Resort Hotel - Bhopal,1,23,2024,September,37,13,1,2,2
Resort Hotel - Bhopal,0,53,2024,October,44,28,2,3,2
Resort Hotel - Ahmedabad,0,53,2024,April,14,1,2,3,2
Resort Hotel - Bhopal,0,94,2024,March,12,20,2,3,2
Resort Hotel - Bangalore,0,64,2024,May,18,1,2,3,1
Resort Hotel - Bhopal,0,53,2024,May,21,26,2,3,2
Resort Hotel - Bangalore,0,53,2024,September,36,5,2,3,1
Resort Hotel - Mumbai,0,64,2024,March,13,29,2,3,1
Resort Hotel - Pune,0,53,2024,October,44,28,2,3,2
Resort Hotel - Delhi,0,24,2024,February,6,5,2,3,3
Resort Hotel - Chandigarh,0,24,2024,January,3,20,2,4,2
Resort Hotel - Pune,0,23,2024,March,13,25,2,5,2
Resort Hotel - Mumbai,0,53,2024,August,32,6,2,5,2
Resort Hotel - Bangalore,1,23,2024,October,42,15,2,5,2
Resort Hotel - Chennai,0,90,2024,July,31,29,2,5,2
Resort Hotel - Bangalore,0,79,2024,March,10,8,2,5,2
Resort Hotel - Bangalore,0,43,2024,August,32,11,2,5,2
Resort Hotel - Indore,0,90,2024,January,4,22,2,5,2
Resort Hotel - Indore,0,65,2024,April,15,11,2,6,2
Resort Hotel - Mumbai,0,65,2024,July,29,17,2,6,2
Resort Hotel - Delhi,0,99,2024,November,46,13,2,6,3
Resort Hotel - Goa,0,25,2024,December,49,3,3,7,2
Resort Hotel - Goa,0,92,2024,August,34,20,1,2,2
Resort Hotel - Goa,0,91,2024,November,45,7,1,2,2
Resort Hotel - Kolkata,0,38,2024,April,14,4,1,2,2
Resort Hotel - Delhi,0,6,2024,March,13,26,1,2,2
Resort Hotel - Pune,0,38,2024,May,21,22,1,2,2
Resort Hotel - Lucknow,0,13,2024,November,46,13,1,2,2
Resort Hotel - Hyderabad,1,32,2024,January,2,14,1,2,2
Resort Hotel - Pune,0,315,2024,February,7,18,1,2,2
Resort Hotel - Delhi,0,8,2024,December,52,29,1,2,2
Resort Hotel - Lucknow,1,0,2024,May,21,25,0,1,2
Resort Hotel - Kolkata,0,91,2024,September,38,17,1,2,2
Resort Hotel - Pune,0,3,2024,August,31,3,1,2,2
Resort Hotel - Pune,0,9,2024,February,5,1,2,2,3
Resort Hotel - Bhopal,0,19,2024,October,41,7,2,1,2
Resort Hotel - Pune,0,25,2024,January,3,18,2,4,2
Resort Hotel - Kolkata,0,108,2024,January,3,19,2,4,2
Resort Hotel - Chennai,1,37,2024,August,34,21,2,4,2
Resort Hotel - Pune,0,45,2024,September,37,15,2,5,2
Resort Hotel - Kolkata,0,64,2024,June,26,27,2,5,2
Resort Hotel - Lucknow,0,44,2024,February,7,16,2,2,2
Resort Hotel - Indore,0,26,2024,December,51,22,2,2,2
Resort Hotel - Jaipur,1,96,2024,April,17,24,2,2,2
Resort Hotel - Ahmedabad,1,123,2024,December,52,26,2,2,2
Resort Hotel - Ahmedabad,1,42,2024,October,40,6,2,3,2
Resort Hotel - Chennai,0,59,2024,January,2,11,2,3,2
Resort Hotel - Chandigarh,0,28,2024,August,35,28,2,3,2
Resort Hotel - Delhi,0,106,2024,June,26,26,2,3,2
Resort Hotel - Kolkata,0,1,2024,April,16,21,0,1,2
Resort Hotel - Pune,0,0,2024,November,47,20,0,1,2
Resort Hotel - Jaipur,0,4,2024,July,28,9,1,1,1
Resort Hotel - Jaipur,0,3,2024,November,46,16,2,1,1
Resort Hotel - Mumbai,0,73,2024,October,40,6,2,5,2
Resort Hotel - Indore,0,44,2024,May,22,28,2,5,2
Resort Hotel - Bangalore,0,95,2024,September,38,22,2,5,2
Resort Hotel - Jaipur,0,94,2024,February,8,20,2,5,2
Resort Hotel - Chandigarh,1,40,2024,August,31,1,2,5,2
Resort Hotel - Goa,0,64,2024,April,14,1,2,5,2
Resort Hotel - Hyderabad,0,64,2024,April,17,22,2,5,2
Resort Hotel - Kolkata,0,94,2024,January,2,11,2,5,2
Resort Hotel - Kolkata,0,57,2024,February,8,22,2,6,2
Resort Hotel - Ahmedabad,1,60,2024,December,52,26,2,6,2
Resort Hotel - Chennai,0,57,2024,June,22,2,2,6,2
Resort Hotel - Kolkata,0,87,2024,January,1,4,4,10,2
Resort Hotel - Chennai,0,0,2024,July,29,15,1,0,2
Resort Hotel - Goa,0,0,2024,February,6,7,1,0,2
Resort Hotel - Ahmedabad,0,6,2024,January,4,26,1,0,2
Resort Hotel - Hyderabad,0,0,2024,January,3,21,1,0,2
Resort Hotel - Hyderabad,0,19,2024,September,37,10,1,0,2
Resort Hotel - Ahmedabad,0,4,2024,December,52,29,2,0,2
Resort Hotel - Chennai,1,59,2024,March,11,13,2,1,2
Resort Hotel - Kolkata,0,44,2024,January,2,12,2,2,2
Resort Hotel - Bhopal,1,37,2024,April,17,28,2,2,2
Resort Hotel - Delhi,0,66,2024,January,5,31,2,3,2
Resort Hotel - Mumbai,1,38,2024,December,52,26,2,4,1
Resort Hotel - Kolkata,1,62,2024,May,22,28,2,5,2
Resort Hotel - Indore,0,41,2024,April,15,8,2,5,2
Resort Hotel - Jaipur,1,60,2024,March,13,29,2,5,2
Resort Hotel - Chennai,0,104,2024,December,51,17,2,5,2
Resort Hotel - Bhopal,1,62,2024,June,26,27,2,5,2
Resort Hotel - Kolkata,0,117,2024,December,52,26,2,5,2
Resort Hotel - Hyderabad,1,31,2024,October,43,24,2,5,2
Resort Hotel - Chennai,0,34,2024,June,26,29,2,5,2
Resort Hotel - Chandigarh,0,47,2024,July,29,20,2,4,2
Resort Hotel - Goa,1,24,2024,April,17,23,2,4,2
Resort Hotel - Kochi,1,104,2024,September,38,17,2,4,2
Resort Hotel - Bhopal,0,104,2024,January,2,13,2,5,2
Resort Hotel - Chandigarh,0,32,2024,December,50,15,2,5,2
Resort Hotel - Goa,1,47,2024,June,24,10,3,5,2
Resort Hotel - Bangalore,0,29,2024,July,30,23,4,6,2
Resort Hotel - Kochi,0,30,2024,August,31,2,4,10,2
Resort Hotel - Mumbai,0,123,2024,August,33,14,2,4,2
Resort Hotel - Goa,0,14,2024,January,3,17,1,0,1
Resort Hotel - Chandigarh,1,118,2024,November,45,8,1,2,2
Resort Hotel - Kolkata,0,0,2024,August,34,22,0,0,1
Resort Hotel - Lucknow,0,0,2024,May,21,25,0,0,2
Resort Hotel - Pune,0,79,2024,October,40,3,1,3,2
Resort Hotel - Bhopal,0,63,2024,March,12,18,1,3,2
Resort Hotel - Goa,0,68,2024,June,26,26,1,3,2
Resort Hotel - Hyderabad,0,96,2024,May,22,30,1,3,2
Resort Hotel - Delhi,1,41,2024,October,43,27,1,3,2
Resort Hotel - Hyderabad,0,46,2024,December,52,25,1,3,2
Resort Hotel - Kolkata,1,41,2024,June,26,24,1,3,2
Resort Hotel - Chandigarh,1,60,2024,March,10,10,1,4,2
Resort Hotel - Lucknow,0,41,2024,May,20,18,1,4,2
Resort Hotel - Chandigarh,1,69,2024,September,37,14,1,4,2
Resort Hotel - Lucknow,1,41,2024,December,49,5,1,5,2
Resort Hotel - Lucknow,0,52,2024,June,23,3,1,5,2
Resort Hotel - Bangalore,1,41,2024,March,9,3,1,5,2
Resort Hotel - Ahmedabad,0,89,2024,December,49,6,2,5,2
Resort Hotel - Chandigarh,1,28,2024,October,41,9,2,5,2
Resort Hotel - Ahmedabad,0,65,2024,November,45,5,2,5,2
Resort Hotel - Bhopal,0,82,2024,March,11,11,2,5,2
Resort Hotel - Hyderabad,0,42,2024,November,44,3,2,5,2
Resort Hotel - Mumbai,0,62,2024,December,51,17,2,5,2
Resort Hotel - Pune,1,86,2024,October,41,11,2,5,2
Resort Hotel - Bhopal,1,118,2024,August,34,25,2,5,2
Resort Hotel - Chandigarh,0,28,2024,December,49,7,2,5,2
Resort Hotel - Kolkata,1,52,2024,April,16,21,3,6,2
Resort Hotel - Indore,1,49,2024,May,18,4,3,6,2
Resort Hotel - Bangalore,0,39,2024,July,30,22,3,7,2
Resort Hotel - Jaipur,0,39,2024,February,6,8,3,7,2
Resort Hotel - Jaipur,0,39,2024,July,30,28,3,7,2
Resort Hotel - Goa,1,7,2024,July,31,30,3,8,2
Resort Hotel - Delhi,1,7,2024,October,41,9,3,8,2
Resort Hotel - Bangalore,1,42,2024,April,14,5,0,2,2
Resort Hotel - Chennai,0,5,2024,May,20,18,0,2,1
Resort Hotel - Bhopal,1,81,2024,September,38,20,0,3,2
Resort Hotel - Delhi,1,63,2024,August,32,9,0,4,2
Resort Hotel - Jaipur,0,61,2024,February,8,25,0,4,2
Resort Hotel - Mumbai,0,8,2024,December,50,15,0,5,3
Resort Hotel - Kochi,0,89,2024,October,41,7,1,5,3
Resort Hotel - Kochi,0,57,2024,May,19,12,2,5,2
Resort Hotel - Ahmedabad,0,102,2024,June,23,6,2,5,3
Resort Hotel - Kochi,0,108,2024,January,3,15,2,6,2
Resort Hotel - Chennai,0,28,2024,October,43,23,2,7,2
Resort Hotel - Bhopal,0,29,2024,May,21,25,2,8,2
Resort Hotel - Bhopal,0,0,2024,November,45,4,0,1,2
Resort Hotel - Indore,1,96,2024,May,21,26,0,4,2
Resort Hotel - Mumbai,1,44,2024,March,10,9,0,4,2
Resort Hotel - Bhopal,0,44,2024,November,46,16,0,4,2
Resort Hotel - Pune,1,44,2024,December,52,24,0,4,2
Resort Hotel - Bhopal,1,44,2024,June,26,27,0,4,2
Resort Hotel - Ahmedabad,1,41,2024,April,16,17,1,4,2
Resort Hotel - Hyderabad,0,16,2024,February,8,19,0,0,2
Resort Hotel - Pune,0,73,2024,January,3,16,0,0,2
Resort Hotel - Chennai,0,3,2024,September,38,19,0,1,2
Resort Hotel - Lucknow,0,0,2024,October,42,16,0,1,2
Resort Hotel - Kochi,1,55,2024,January,1,7,0,1,1
Resort Hotel - Delhi,0,33,2024,August,32,8,0,3,2
Resort Hotel - Pune,1,19,2024,January,3,18,0,3,2
Resort Hotel - Delhi,1,55,2024,February,6,8,0,3,2
Resort Hotel - Jaipur,0,33,2024,February,8,19,0,3,2
Resort Hotel - Jaipur,1,19,2024,January,3,15,1,3,2
Resort Hotel - Lucknow,1,19,2024,April,18,30,1,3,2
Resort Hotel - Chandigarh,0,117,2024,March,11,13,2,3,2
Resort Hotel - Bangalore,1,72,2024,April,16,16,2,4,2
Resort Hotel - Delhi,1,19,2024,November,45,10,1,3,2
Resort Hotel - Lucknow,0,34,2024,May,18,5,2,6,3
Resort Hotel - Ahmedabad,0,9,2024,May,18,3,0,2,2
Resort Hotel - Kolkata,0,8,2024,September,38,16,0,2,2
Resort Hotel - Chennai,1,36,2024,June,25,22,0,1,2
Resort Hotel - Chandigarh,0,22,2024,February,6,11,0,2,2
Resort Hotel - Pune,0,22,2024,September,38,17,0,2,2
Resort Hotel - Goa,0,22,2024,January,2,12,0,2,2
Resort Hotel - Chandigarh,0,36,2024,December,50,9,0,2,2
Resort Hotel - Kolkata,0,22,2024,October,43,22,0,2,2
Resort Hotel - Bangalore,1,22,2024,February,8,23,0,2,2
Resort Hotel - Bhopal,0,18,2024,August,32,6,0,2,2
Resort Hotel - Indore,0,8,2024,December,50,13,0,2,2
Resort Hotel - Lucknow,1,67,2024,April,15,11,0,2,2
Resort Hotel - Mumbai,1,105,2024,September,37,14,0,2,2
Resort Hotel - Indore,0,1,2024,December,49,8,1,2,3
Resort Hotel - Pune,1,67,2024,January,3,17,0,2,2
Resort Hotel - Jaipur,0,39,2024,May,18,3,0,2,2
Resort Hotel - Bhopal,1,45,2024,November,46,13,1,2,2
Resort Hotel - Kochi,1,45,2024,January,4,23,2,2,2
Resort Hotel - Bangalore,0,14,2024,March,10,7,2,2,2
Resort Hotel - Goa,1,53,2024,June,23,4,2,2,2
Resort Hotel - Kolkata,0,28,2024,January,1,3,2,2,2
Resort Hotel - Kochi,0,55,2024,September,35,1,2,3,2
Resort Hotel - Jaipur,0,55,2024,July,31,31,2,3,2
Resort Hotel - Ahmedabad,0,25,2024,November,45,4,2,5,2
Resort Hotel - Lucknow,1,43,2024,December,51,19,2,5,2
Resort Hotel - Kolkata,1,109,2024,July,30,28,2,5,2
Resort Hotel - Chennai,1,62,2024,March,9,3,2,6,2
Resort Hotel - Ahmedabad,0,25,2024,August,34,21,2,6,2
Resort Hotel - Pune,0,43,2024,January,5,29,2,7,2
Resort Hotel - Lucknow,0,35,2024,July,30,27,3,7,2
Resort Hotel - Delhi,1,42,2024,July,30,22,3,7,2
Resort Hotel - Lucknow,1,312,2024,October,40,4,4,10,3
Resort Hotel - Bangalore,0,30,2024,August,34,21,0,0,2
Resort Hotel - Hyderabad,0,47,2024,November,48,26,2,1,2
Resort Hotel - Bangalore,0,40,2024,July,28,9,0,1,2
Resort Hotel - Delhi,0,11,2024,March,9,3,0,1,2
Resort Hotel - Chennai,0,39,2024,June,24,10,0,1,2
Resort Hotel - Delhi,1,39,2024,July,30,23,0,1,2
Resort Hotel - Bangalore,0,1,2024,March,10,5,1,1,2
Resort Hotel - Delhi,1,12,2024,January,1,3,1,1,2
Resort Hotel - Delhi,1,16,2024,June,24,14,1,1,2
Resort Hotel - Goa,1,16,2024,July,28,11,1,1,2
Resort Hotel - Pune,0,12,2024,November,48,25,1,1,2
Resort Hotel - Pune,0,51,2024,November,47,21,2,1,2
Resort Hotel - Bangalore,0,67,2024,November,44,1,2,2,2
Resort Hotel - Lucknow,0,52,2024,November,47,18,2,3,2
Resort Hotel - Jaipur,0,25,2024,August,31,2,2,3,2
Resort Hotel - Chennai,0,94,2024,October,42,20,2,3,2
Resort Hotel - Bangalore,1,54,2024,November,47,21,2,3,2
Resort Hotel - Kochi,0,33,2024,March,10,5,2,3,2
Resort Hotel - Bhopal,0,47,2024,November,45,8,2,3,2
Resort Hotel - Ahmedabad,0,43,2024,December,51,19,2,4,2
Resort Hotel - Hyderabad,1,87,2024,April,16,15,2,4,2
Resort Hotel - Pune,0,54,2024,July,28,9,2,5,2
Resort Hotel - Kochi,0,32,2024,May,22,28,2,5,2
Resort Hotel - Delhi,1,29,2024,August,32,7,2,5,2
Resort Hotel - Jaipur,1,96,2024,November,45,10,2,5,2
Resort Hotel - Jaipur,1,100,2024,July,28,8,2,5,2
Resort Hotel - Jaipur,0,54,2024,October,42,17,2,5,2
Resort Hotel - Chennai,0,75,2024,June,25,20,2,5,2
Resort Hotel - Kolkata,0,31,2024,April,17,25,2,5,2
Resort Hotel - Pune,1,25,2024,February,6,11,2,6,1
Resort Hotel - Kolkata,0,61,2024,June,24,16,2,6,3
Resort Hotel - Mumbai,0,60,2024,September,36,2,2,6,2
Resort Hotel - Goa,1,31,2024,October,42,20,3,6,2
Resort Hotel - Goa,1,107,2024,October,42,18,3,6,1
Resort Hotel - Bhopal,1,31,2024,September,39,24,3,6,2
Resort Hotel - Bangalore,0,115,2024,October,40,5,4,6,2
Resort Hotel - Indore,0,59,2024,August,32,8,4,8,2
Resort Hotel - Mumbai,1,85,2024,September,39,25,4,10,2
Resort Hotel - Jaipur,0,0,2024,June,24,12,2,5,2
Resort Hotel - Bangalore,1,299,2024,December,50,14,2,5,2
Resort Hotel - Hyderabad,0,50,2024,July,31,29,2,5,3
Resort Hotel - Indore,1,50,2024,May,18,3,2,5,2
Resort Hotel - Hyderabad,1,88,2024,January,5,29,2,2,2
Resort Hotel - Delhi,1,116,2024,January,3,18,2,3,2
Resort Hotel - Bhopal,0,47,2024,August,33,13,2,1,2
Resort Hotel - Indore,0,48,2024,April,16,15,2,1,2
Resort Hotel - Bangalore,1,54,2024,March,13,29,2,4,2
Resort Hotel - Kochi,1,33,2024,July,27,6,2,4,2
Resort Hotel - Lucknow,0,73,2024,February,5,1,2,3,3
Resort Hotel - Delhi,1,54,2024,August,34,19,2,4,2
Resort Hotel - Indore,1,33,2024,October,42,14,2,4,2
Resort Hotel - Chandigarh,0,38,2024,February,6,7,2,5,2
Resort Hotel - Chennai,0,34,2024,July,28,9,2,0,2
Resort Hotel - Chennai,0,130,2024,May,22,27,2,5,2
Resort Hotel - Mumbai,1,39,2024,October,44,29,3,5,2
Resort Hotel - Kolkata,1,39,2024,September,38,22,3,5,2
Resort Hotel - Ahmedabad,0,45,2024,July,29,16,2,5,2
Resort Hotel - Chennai,0,31,2024,April,14,5,0,0,2
Resort Hotel - Hyderabad,1,48,2024,October,43,24,1,1,2
Resort Hotel - Kochi,0,59,2024,October,43,26,1,1,2
Resort Hotel - Chandigarh,1,48,2024,January,4,23,1,1,2
Resort Hotel - Jaipur,1,48,2024,July,30,25,1,1,1
Resort Hotel - Hyderabad,1,48,2024,February,8,25,1,1,2
Resort Hotel - Chennai,0,48,2024,October,41,9,1,2,2
Resort Hotel - Mumbai,0,96,2024,September,37,13,1,2,2
Resort Hotel - Jaipur,0,51,2024,January,4,22,1,2,2
Resort Hotel - Pune,0,96,2024,February,8,21,1,2,2
Resort Hotel - Kolkata,1,41,2024,August,33,15,1,3,2
Resort Hotel - Bhopal,0,6,2024,February,8,21,1,3,2
Resort Hotel - Goa,0,27,2024,April,17,22,1,3,2
Resort Hotel - Hyderabad,0,28,2024,August,35,27,1,3,2
Resort Hotel - Bangalore,0,30,2024,November,46,15,1,3,2
Resort Hotel - Lucknow,0,45,2024,January,4,27,1,3,2
Resort Hotel - Chennai,0,52,2024,February,5,3,1,3,2
Resort Hotel - Kochi,0,31,2024,December,49,4,1,3,2
Resort Hotel - Indore,1,74,2024,January,3,15,1,3,2
Resort Hotel - Mumbai,0,31,2024,September,36,4,1,3,2
Resort Hotel - Delhi,1,87,2024,June,23,5,1,3,2
Resort Hotel - Mumbai,0,48,2024,February,5,1,1,3,2
Resort Hotel - Jaipur,1,41,2024,April,17,24,1,3,2
Resort Hotel - Hyderabad,0,35,2024,November,48,30,1,3,2
Resort Hotel - Kolkata,0,28,2024,June,25,22,1,4,2
Resort Hotel - Chandigarh,0,77,2024,October,44,30,1,4,2
Resort Hotel - Bhopal,1,33,2024,May,20,14,1,4,2
Resort Hotel - Pune,0,30,2024,October,44,28,1,4,2
Resort Hotel - Kolkata,1,34,2024,August,34,21,1,4,2
Resort Hotel - Chennai,1,298,2024,November,47,23,1,5,3
Resort Hotel - Chandigarh,0,35,2024,February,8,22,1,5,2
Resort Hotel - Kolkata,0,40,2024,November,45,7,1,5,2
Resort Hotel - Kolkata,1,101,2024,February,8,21,2,5,2
Resort Hotel - Hyderabad,1,101,2024,July,27,7,2,5,2
Resort Hotel - Chennai,1,101,2024,June,23,6,2,5,2
Resort Hotel - Delhi,1,101,2024,March,12,23,2,5,2
Resort Hotel - Lucknow,0,38,2024,July,28,8,2,5,2
Resort Hotel - Lucknow,0,76,2024,November,47,24,2,5,2
Resort Hotel - Bhopal,0,70,2024,June,24,11,0,1,2
Resort Hotel - Bhopal,0,70,2024,February,7,15,0,1,2
Resort Hotel - Kochi,0,68,2024,December,51,20,0,2,2
Resort Hotel - Hyderabad,1,63,2024,December,49,8,0,3,2
Resort Hotel - Chennai,1,11,2024,June,23,6,0,3,2
Resort Hotel - Ahmedabad,0,32,2024,April,14,6,0,4,2
Resort Hotel - Pune,0,29,2024,August,34,23,0,4,2
Resort Hotel - Chandigarh,0,47,2024,April,15,9,0,4,2
Resort Hotel - Hyderabad,0,50,2024,May,21,23,0,5,2
Resort Hotel - Jaipur,1,29,2024,August,35,29,0,5,2
Resort Hotel - Lucknow,0,36,2024,September,36,8,0,5,2
Resort Hotel - Pune,0,49,2024,November,47,23,1,5,2
Resort Hotel - Bangalore,1,70,2024,March,9,3,2,6,2
Resort Hotel - Kolkata,0,110,2024,November,46,16,2,8,2
Resort Hotel - Mumbai,0,8,2024,January,3,18,0,0,2
Resort Hotel - Ahmedabad,1,119,2024,September,38,17,0,4,2
Resort Hotel - Ahmedabad,0,30,2024,March,12,19,0,4,2
Resort Hotel - Bhopal,1,29,2024,April,16,19,1,4,2
Resort Hotel - Bhopal,0,71,2024,February,9,29,1,4,2
Resort Hotel - Chandigarh,1,37,2024,December,51,17,1,4,2
Resort Hotel - Chennai,1,40,2024,June,25,22,1,4,3
Resort Hotel - Lucknow,0,37,2024,June,26,26,1,4,2
Resort Hotel - Kochi,0,0,2024,September,39,29,0,1,2
Resort Hotel - Lucknow,1,37,2024,November,45,4,1,4,2
Resort Hotel - Bhopal,0,37,2024,January,4,24,1,4,2
Resort Hotel - Goa,0,97,2024,May,20,16,1,4,2
Resort Hotel - Chandigarh,1,71,2024,July,27,2,1,4,2
Resort Hotel - Mumbai,1,118,2024,May,20,16,1,4,2
Resort Hotel - Jaipur,0,102,2024,May,21,20,2,5,2
Resort Hotel - Indore,1,54,2024,April,16,19,2,5,2
Resort Hotel - Lucknow,1,58,2024,October,44,29,2,5,2
Resort Hotel - Ahmedabad,0,34,2024,March,10,5,2,4,2
Resort Hotel - Pune,1,105,2024,June,25,22,2,5,2
Resort Hotel - Goa,1,47,2024,January,1,1,2,6,2
Resort Hotel - Kochi,1,15,2024,May,19,10,0,1,2
Resort Hotel - Jaipur,0,37,2024,February,6,10,0,1,1
Resort Hotel - Kolkata,1,0,2024,December,51,18,0,1,1
Resort Hotel - Hyderabad,1,8,2024,November,47,20,0,1,2
Resort Hotel - Ahmedabad,0,17,2024,January,5,30,0,2,2
Resort Hotel - Kochi,0,3,2024,July,30,28,0,3,3
Resort Hotel - Bhopal,1,30,2024,June,26,26,0,3,2
Resort Hotel - Kochi,1,31,2024,January,1,5,0,3,2
Resort Hotel - Bangalore,1,66,2024,August,31,1,0,3,2
Resort Hotel - Chennai,0,52,2024,November,47,22,0,3,2
Resort Hotel - Kochi,0,20,2024,February,7,17,1,3,2
Resort Hotel - Bangalore,1,30,2024,September,38,22,0,3,2
Resort Hotel - Kochi,1,31,2024,March,11,16,0,3,2
Resort Hotel - Kolkata,1,62,2024,November,45,6,1,3,2
Resort Hotel - Jaipur,1,65,2024,May,20,15,1,3,2
Resort Hotel - Delhi,1,64,2024,September,36,7,2,3,2
Resort Hotel - Chandigarh,0,77,2024,July,27,4,2,7,2
Resort Hotel - Indore,0,75,2024,June,26,24,2,7,2
Resort Hotel - Hyderabad,0,75,2024,December,49,8,2,7,2
Resort Hotel - Indore,1,62,2024,November,46,11,2,5,2
Resort Hotel - Bhopal,0,42,2024,May,21,24,0,0,1
Resort Hotel - Hyderabad,0,46,2024,December,51,22,0,0,2
Resort Hotel - Pune,0,0,2024,September,38,16,0,1,2
Resort Hotel - Mumbai,1,25,2024,March,10,9,0,1,2
Resort Hotel - Kochi,1,16,2024,May,20,15,0,1,2
Resort Hotel - Jaipur,1,16,2024,January,5,31,0,1,2
Resort Hotel - Delhi,0,16,2024,September,39,26,0,2,1
Resort Hotel - Bhopal,1,4,2024,November,46,15,0,2,2
Resort Hotel - Mumbai,0,4,2024,November,44,3,0,2,2
Resort Hotel - Mumbai,1,25,2024,June,26,28,0,2,2
Resort Hotel - Goa,1,83,2024,May,18,2,0,2,2
Resort Hotel - Chandigarh,0,4,2024,October,43,22,0,2,2
Resort Hotel - Hyderabad,1,56,2024,June,26,26,0,2,2
Resort Hotel - Hyderabad,1,32,2024,February,6,10,0,2,2
Resort Hotel - Ahmedabad,0,32,2024,August,35,31,0,2,2
Resort Hotel - Lucknow,0,0,2024,March,10,8,0,2,2
Resort Hotel - Delhi,1,18,2024,July,30,27,1,2,2
Resort Hotel - Bangalore,1,23,2024,January,2,8,1,2,2
Resort Hotel - Kochi,1,39,2024,June,23,7,1,2,2
Resort Hotel - Goa,1,18,2024,March,11,12,1,2,2
Resort Hotel - Chandigarh,1,18,2024,February,6,9,1,2,2
Resort Hotel - Hyderabad,1,23,2024,April,17,25,1,2,2
Resort Hotel - Lucknow,0,286,2024,September,39,27,2,2,1
Resort Hotel - Kochi,0,72,2024,September,39,26,2,2,2
Resort Hotel - Kochi,1,136,2024,October,41,7,2,2,2
Resort Hotel - Mumbai,0,58,2024,February,9,26,2,3,1
Resort Hotel - Hyderabad,0,80,2024,January,1,1,2,4,2
Resort Hotel - Lucknow,0,113,2024,June,24,10,3,7,2
Resort Hotel - Bangalore,0,129,2024,December,52,28,1,1,2
Resort Hotel - Delhi,1,84,2024,May,19,6,2,1,2
Resort Hotel - Delhi,1,84,2024,January,5,30,2,1,2
Resort Hotel - Bangalore,1,89,2024,February,7,15,0,1,2
Resort Hotel - Goa,1,10,2024,May,22,31,0,1,2
Resort Hotel - Delhi,1,80,2024,March,11,14,0,1,2
Resort Hotel - Goa,1,10,2024,September,35,1,0,1,2
